id,Job.Title,Est_Salary,Max_Salary,Min_Salary,City,State,Easy.Apply,Revenue_USD,Rating,Size,Industry,Sector,Type.of.ownership,Years_Founded,Company.Name,lat,lon,Count
10262,"Operations Analyst, Market Operations Team",85.5,133,38,Phoenix,AZ,NA,Unknown,3.4,1001 to 5000 employees,Other Retail Stores,Retail,Company - Public,7,Carvana,33.4484,-112.074142,1
10263,Demand Planning Analyst,85.5,133,38,Phoenix,AZ,NA,2-5 billion,3.4,1001 to 5000 employees,Food & Beverage Manufacturing,Manufacturing,Company - Private,98,Shamrock Foods,33.4484,-112.074142,1
10264,Management Analyst - Administrative Services Division,85.5,133,38,Phoenix,AZ,NA,25-50 million,3.4,10000+ employees,Municipal Governments,Government,Government,NA,"Maricopa County, Arizona",33.4484,-112.074142,1
10265,Marketing Analyst,40.5,54,27,Phoenix,AZ,NA,5-10 billion,3.6,10000+ employees,Electrical & Electronic Manufacturing,Manufacturing,Company - Public,21,ON Semiconductor,33.4484,-112.074142,1
10266,"Business Analyst II(Claims, Configuration)",40.5,54,27,Tempe,AZ,NA,Unknown,2,1001 to 5000 employees,,,Company - Private,NA,Corporate,33.4255,-111.940009,1
10267,Senior Environmental Data Analyst,40.5,54,27,Phoenix,AZ,NA,100-500 million,3.8,501 to 1000 employees,Consulting,Business Services,Company - Private,63,"Haley & Aldrich, Inc",33.4484,-112.074142,1
10268,Quality Improvement Analyst.,40.5,54,27,Tempe,AZ,NA,Unknown,2.2,1001 to 5000 employees,Insurance Carriers,Insurance,Other Organization,NA,Arizona Complete Health,33.4255,-111.940009,1
10269,Cyber Security Operations Center Analyst,40.5,54,27,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009,1
10270,Data Analyst,40.5,54,27,Scottsdale,AZ,NA,0.5-1 billion,2.9,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,35,The Paragon Group,33.4942,-111.926018,1
10271,QA Analyst- HCM,40.5,54,27,Phoenix,AZ,NA,1-2 billion,4.9,51 to 200 employees,IT Services,Information Technology,Company - Private,20,"Atrilogy Solutions Group, Inc.",33.4484,-112.074142,1
10272,Programmer Analyst - C#,40.5,54,27,Phoenix,AZ,NA,1-5 million,4.5,1 to 50 employees,IT Services,Information Technology,Company - Private,18,Athreya Inc,33.4484,-112.074142,1
10273,"Business Analyst II(Claims, Configuration)",40.5,54,27,Tempe,AZ,NA,10+ billion,3.3,10000+ employees,Insurance Carriers,Insurance,Company - Public,36,Centene Corporation,33.4255,-111.940009,1
10274,Liquidity Business Mgmt Analyst III,40.5,54,27,Tempe,AZ,NA,25-50 million,3.5,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,37,Silicon Valley Bank,33.4255,-111.940009,1
10275,Production Support Analyst,40.5,54,27,Tempe,AZ,NA,Unknown,4.4,51 to 200 employees,,,Company - Private,NA,Repay Holdings Corporation,33.4255,-111.940009,1
10276,Cybersecurity Business Consultant,40.5,54,27,Phoenix,AZ,NA,10+ billion,3.8,10000+ employees,Computer Hardware & Software,Information Technology,Company - Public,135,Honeywell,33.4484,-112.074142,1
10277,Data Analyst,40.5,54,27,Tempe,AZ,NA,Unknown,4.3,501 to 1000 employees,,,Company - Private,NA,Net Orbit Inc,33.4255,-111.940009,1
10278,"Business Analyst I (Contracting, PDM, Excel)",40.5,54,27,Tempe,AZ,NA,10+ billion,3.3,10000+ employees,Insurance Carriers,Insurance,Company - Public,36,Centene Corporation,33.4255,-111.940009,1
10279,QA Analyst,40.5,54,27,Phoenix,AZ,1,5-10 million,4.3,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,22nd Century Staffing,33.4484,-112.074142,1
10280,FINANCIAL PLANNING & BUSINESS ANALYST II,40.5,54,27,Phoenix,AZ,NA,,NA,,,,,NA,Swift Corporate,33.4484,-112.074142,1
10281,Quality Improvement Analyst.,40.5,54,27,Tempe,AZ,NA,10+ billion,3.7,5001 to 10000 employees,Insurance Carriers,Insurance,Company - Public,35,Wellcare,33.4255,-111.940009,1
10282,Systems Analyst,40.5,54,27,Phoenix,AZ,NA,25-50 million,2.4,10000+ employees,Health Care Services & Hospitals,Health Care,Hospital,NA,Steward Health Care System,33.4484,-112.074142,1
10283,Business Consultant I,56.5,79,34,Phoenix,AZ,NA,,NA,,,,,NA,Calero-MDSL,33.4484,-112.074142,1
10284,Subcontractor Analyst,56.5,79,34,Phoenix,AZ,NA,100-500 million,3.4,501 to 1000 employees,Consulting,Business Services,Company - Private,39,Swca Inc,33.4484,-112.074142,1
10285,Management And Program Analyst,56.5,79,34,Phoenix,AZ,NA,Unknown,3.4,10000+ employees,Federal Agencies,Government,Government,NA,Department of Defense,33.4484,-112.074142,1
10286,Senior IT Business Analyst,56.5,79,34,Phoenix,AZ,NA,,NA,,,,,NA,"CE Wilson Consulting, LLC",33.4484,-112.074142,1
10287,Consultative Sales- Small Business Consulting,56.5,79,34,Phoenix,AZ,NA,10-25 million,3.8,201 to 500 employees,Accounting,Accounting & Legal,Company - Private,NA,Global Resources,33.4484,-112.074142,1
10288,Order Management Analyst,56.5,79,34,Phoenix,AZ,NA,,NA,,,,,NA,Brightstar Media Organization,33.4484,-112.074142,1
10289,Management Analyst,56.5,79,34,Glendale Luke AFB,AZ,NA,Unknown,3.4,10000+ employees,Federal Agencies,Government,Government,NA,Department of Defense,33.5387,-112.185994,1
10290,Senior Service Support Analyst,56.5,79,34,Phoenix,AZ,NA,5-10 billion,3.6,10000+ employees,Investment Banking & Asset Management,Finance,Company - Public,47,Charles Schwab,33.4484,-112.074142,1
10291,Vendor Analyst Opportunity,56.5,79,34,Phoenix,AZ,NA,Unknown,4.5,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,23,Aston Carter,33.4484,-112.074142,1
10292,"Business Analyst I(Healthcare, PDM, excel)",56.5,79,34,Tempe,AZ,NA,10+ billion,3.3,10000+ employees,Insurance Carriers,Insurance,Company - Public,36,Centene Corporation,33.4255,-111.940009,1
10294,Support Analyst,56.5,79,34,Scottsdale,AZ,NA,Unknown,3.6,201 to 500 employees,Internet,Information Technology,Company - Private,12,SiteLock,33.4942,-111.926018,1
10295,Application Systems Analyst,56.5,79,34,Phoenix,AZ,NA,10+ billion,3.7,10000+ employees,Health Care Services & Hospitals,Health Care,Nonprofit Organization,NA,Dignity Health,33.4484,-112.074142,1
10296,Data Analyst,56.5,79,34,Scottsdale,AZ,NA,<1 million,2.5,1 to 50 employees,,,Company - Private,NA,Career Evolutions,33.4942,-111.926018,1
10297,Data Analyst,56.5,79,34,Tempe,AZ,NA,Unknown,3,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,17,The Accuro Group,33.4255,-111.940009,1
10298,Business Development Executive/ Inside Sales Representative,56.5,79,34,Phoenix,AZ,NA,Unknown,3.5,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,13,Saama,33.4484,-112.074142,1
10299,Business Development Analyst (M&A),56.5,79,34,Tempe,AZ,NA,Unknown,3.7,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,Company - Private,3,American Vision Partners,33.4255,-111.940009,1
10301,Contracts Administrator / Analyst,56.5,79,34,Phoenix,AZ,NA,1-2 billion,4.4,51 to 200 employees,IT Services,Information Technology,Company - Private,24,ComTec Information Systems,33.4484,-112.074142,1
10302,Contract Analyst,56.5,79,34,Chandler,AZ,NA,50-100 million,3,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,22,Intelliswift Software Inc,33.3062,-111.84125,1
10303,Lead IAM Analyst,56.5,79,34,Phoenix,AZ,NA,1-2 billion,4,201 to 500 employees,IT Services,Information Technology,Company - Private,24,Prosum,33.4484,-112.074142,1
10304,EDI Analyst,56.5,79,34,Tempe,AZ,NA,Unknown,4.9,51 to 200 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,8,Sequoia Consulting Group,33.4255,-111.940009,1
10305,HR Business Partner,56.5,79,34,Phoenix,AZ,NA,Unknown,3.7,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,Company - Private,15,Hopebridge,33.4484,-112.074142,1
10306,HVAC Project Analyst,56.5,79,34,Phoenix,AZ,NA,Unknown,4.1,201 to 500 employees,Sports & Recreation,"Arts, Entertainment & Recreation",Subsidiary or Business Segment,45,TD Garden,33.4484,-112.074142,1
10307,Scrum Quality Analyst,54.5,75,34,Phoenix,AZ,NA,Unknown,4.9,1 to 50 employees,Consulting,Business Services,Company - Private,14,SunSoft,33.4484,-112.074142,1
10308,Product Manager/ Senior Business Analyst _Finance,54.5,75,34,Scottsdale,AZ,NA,Unknown,3.7,51 to 200 employees,,,Company - Private,NA,Info Way Solutions,33.4942,-111.926018,1
10309,Logistics Transportation Analyst,54.5,75,34,Phoenix,AZ,NA,25-50 million,3.3,5001 to 10000 employees,Logistics & Supply Chain,Transportation & Logistics,Company - Public,30,Knight & Swift Logistics,33.4484,-112.074142,1
10310,Tax Operations Analyst (JR1016340) - Contract,54.5,75,34,Phoenix,AZ,NA,5-10 billion,3.5,10000+ employees,Financial Transaction Processing,Finance,Company - Public,13,Broadridge Financial Solutions,33.4484,-112.074142,1
10311,Digital Marketing Analyst,54.5,75,34,Phoenix,AZ,NA,Unknown,3.7,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Public,18,Creative Circle,33.4484,-112.074142,1
10312,Business Data Steward,54.5,75,34,Tempe,AZ,NA,Unknown,3.7,51 to 200 employees,,,Company - Private,NA,Ubertal Inc,33.4255,-111.940009,1
10313,Oracle HCM Business Analyst,54.5,75,34,Scottsdale,AZ,NA,25-50 million,3.4,10000+ employees,Industrial Manufacturing,Manufacturing,Company - Public,52,"TPI Composites, Inc.",33.4942,-111.926018,1
10314,Management And Program Analyst,54.5,75,34,Phoenix,AZ,NA,Unknown,3.5,10000+ employees,Federal Agencies,Government,Government,231,Department Of The Treasury,33.4484,-112.074142,1
10315,Retail Financial Analyst,54.5,75,34,Tempe,AZ,NA,Unknown,2.5,51 to 200 employees,,,Company - Public,9,"Harvest, Inc.",33.4255,-111.940009,1
10316,Data Quality (DQ) Problem Management Analyst,54.5,75,34,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009,1
10317,Sr Systems Analyst,54.5,75,34,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009,1
10318,Service Ops Analyst - DWP,54.5,75,34,Phoenix,AZ,NA,5-10 billion,2.8,10000+ employees,Computer Hardware & Software,Information Technology,Company - Public,NA,Konica Minolta,33.4484,-112.074142,1
10320,Financial Analyst,54.5,75,34,Phoenix,AZ,NA,<1 million,NA,1 to 50 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,NA,"Amnio Technology, LLC",33.4484,-112.074142,1
10321,Quality Improvement Analyst.,54.5,75,34,Tempe,AZ,NA,10+ billion,3.3,10000+ employees,Insurance Carriers,Insurance,Company - Public,36,Centene Corporation,33.4255,-111.940009,1
10322,Technical Support Analyst,54.5,75,34,Phoenix,AZ,NA,<1 million,4.2,1 to 50 employees,IT Services,Information Technology,Company - Private,NA,InnoMethods Corp,33.4484,-112.074142,1
10323,Urgent - Business Analyst Fresher,54.5,75,34,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142,1
10324,System Analyst,54.5,75,34,Mesa,AZ,NA,100-500 million,4.4,501 to 1000 employees,Consulting,Business Services,Company - Private,21,Acumen Inc.,33.4151,-111.831479,1
10325,Small Business Consultant,54.5,75,34,Tempe,AZ,NA,100-500 million,2.7,51 to 200 employees,Computer Hardware & Software,Information Technology,Company - Private,17,Bluehost,33.4255,-111.940009,1
10326,HRIS Analyst-Workday,54.5,75,34,Phoenix,AZ,NA,0.5-1 billion,3.7,1001 to 5000 employees,Oil & Gas Services,"Oil, Gas, Energy & Utilities",Company - Public,68,US Ecology,33.4484,-112.074142,1
10327,SR Analyst-Business Plan- Days-Network Support Services Center,54.5,75,34,Phoenix,AZ,NA,Unknown,4,10000+ employees,Health Care Services & Hospitals,Health Care,Hospital,6,HonorHealth,33.4484,-112.074142,1
10328,Incident Management Process Owner/Analyst Senior,54.5,75,34,Phoenix,AZ,NA,10+ billion,3.6,10000+ employees,Insurance Carriers,Insurance,Company - Private,98,USAA,33.4484,-112.074142,1
10329,Senior SuccessFactors Business Analyst,54.5,75,34,Tempe,AZ,NA,,NA,,,,,NA,Kforce Technology Staffing,33.4255,-111.940009,1
